country,city,property_type,bedrooms,furnished,amenities_count,amenities_list,included_bills,included_bills_total,price,area_average_rent,deposit_amount,landlord_verified,reputation_score,nationality_mismatch,min_stay_months,thumbs_up_count,thumbs_down_count,average_review_rating,rental_description,reviews,is_scam,label
Finland,Turku,flat,2,1,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Pool, Washing Machine, WiFi",,0,679,1327.1,1827,0,69,TRUE,1,36,0,5,Dream flat in city centre at student budget prices. Contact via email. Looking for trustworthy person only.,Landlord claimed to be abroad and could not provide local references.,1,Scam
Indonesia,South Tangerang,studio,0,1,7,"Concierge, Garden, Gym, Laundry Room, Lift/Elevator, Washing Machine, WiFi","Electricity, Gym, Parking",243,147,257.6,234,0,5,TRUE,12,9,29,3,"Incredible opportunity — 3 bed house at 1 bed price. I am a Christian landlord, very trustworthy.",The property photos appear to be copied from an estate agent listing.,1,Scam
Mexico,Mexico City,flat,3,0,2,"Balcony, Dishwasher",,0,3030,3340,3156,0,13,FALSE,12,60,3,3,"Cosy top-floor apartment with city views. South-facing living room, very bright and warm.",Property was exactly as described. Would recommend to others.,0,Not Scam
Australia,Gold Coast,studio,0,1,8,"Balcony, Concierge, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi","Council Tax, Parking",127,687,1665.2,1884,1,73,TRUE,12,44,18,4,Owner-managed property well below market. No credit checks needed. Just a deposit and it is yours.,Found the exact same listing posted under three different names.,1,Scam
Belgium,Mechelen,house,2,1,5,"Bike Storage, Laundry Room, Pool, Washing Machine, WiFi","Gym, Laundry Room, Parking",345,582,1542.03,1271,0,75,FALSE,3,39,13,1,This property is priced extremely low due to landlord emergency. Act fast before it is gone.,Landlord claimed to be abroad and could not provide local references.,1,Scam
United States,Portland,studio,0,1,6,"Balcony, Dishwasher, Gym, Lift/Elevator, Parking, Washing Machine","Electricity, Gym, Water, WiFi",138,502,1242,1135,0,81,FALSE,12,7,21,1,"Excellent location, excellent price. Owner living outside country. Send first month to reserve this gem.",Tried calling the number given and it does not connect to anyone.,1,Scam
Switzerland,Canton Of Valais,flat,1,1,4,"Balcony, Dishwasher, Gym, WiFi",Gym,152,2263,2072.3,2649,1,34,FALSE,1,6,5,2,Spacious 3-bed house with utility room and large kitchen-diner. Available mid-month.,Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
United Kingdom,Liverpool,flat,2,1,2,"Lift/Elevator, Washing Machine","Electricity, Water",176,909,1624.95,1338,1,76,FALSE,1,4,2,3,Stunning penthouse available for a fraction of the price. I am relocating and just need a good tenant.,Agent said they would send keys by post. This is a known scam method.,1,Scam
Thailand,Nonthaburi,flat,1,0,4,"Concierge, Laundry Room, Lift/Elevator, Pool","Laundry Room, Water",193,117,310,459,0,79,FALSE,1,35,1,2,Beautiful apartment offered way below market due to urgent relocation overseas. No viewings until deposit paid.,Could not verify this property exists. Address appeared to be fake.,1,Scam
Finland,Helsinki,studio,0,0,2,"Bike Storage, Lift/Elevator","Council Tax, Water",141,462,918.4,1256,0,36,FALSE,3,12,21,4,This property is priced extremely low due to landlord emergency. Act fast before it is gone.,Seems too good to be true. Price is nowhere near the area average.,1,Scam
Colombia,Bello,flat,2,0,10,"Bike Storage, CCTV/Security, Concierge, Garden, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",Laundry Room,172,151,390,517,0,46,FALSE,1,12,21,4,Rental priced at half the going rate. Landlord wants a quick let before flying out next week.,Agent said they would send keys by post. This is a known scam method.,1,Scam
Indonesia,Bali (Villas),studio,0,1,8,"Balcony, CCTV/Security, Concierge, Dishwasher, Lift/Elevator, Parking, Pool, WiFi","Council Tax, TV Licence, Water",219,715,657.8,851,0,87,TRUE,6,17,12,4,"Stylish apartment in a converted Victorian building. High ceilings, period features retained.",Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
Mexico,Mexico City,house,3,1,9,"Balcony, CCTV/Security, Concierge, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine","Electricity, Water",125,4377,4417.15,4363,0,41,TRUE,6,59,28,2,Charming flat on a quiet side street. Period features with modern upgrades throughout.,Good experience overall. Repairs were handled quickly when needed.,0,Not Scam
Norway,Oslo,flat,1,1,6,"CCTV/Security, Concierge, Dishwasher, Gym, Parking, Pool",Parking,264,2018,2073.45,2461,0,64,TRUE,1,46,23,2,Modern open-plan flat in a secure building with entry phone. Walking distance to the city centre.,Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
Netherlands,The Hague,flat,3,1,6,"CCTV/Security, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking","Council Tax, Electricity, Gym, Laundry Room",294,1741,3724.85,5545,0,13,TRUE,6,59,15,5,Owner-managed property well below market. No credit checks needed. Just a deposit and it is yours.,Tried calling the number given and it does not connect to anyone.,1,Scam
Tunisia,Ariana,house,3,0,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, WiFi",,0,289,448.5,372,0,40,TRUE,6,8,25,4,"Luxury flat, great location, all bills included for less than others charge for a bedsit. Email only.",The property photos appear to be copied from an estate agent listing.,1,Scam
United States,New York,flat,1,0,6,"Concierge, Dishwasher, Gym, Parking, Pool, WiFi","Council Tax, Electricity, Gym, Parking",216,2402,4470,4567,0,26,FALSE,3,34,19,2,"Once-in-a-lifetime rental price. Contact me on WhatsApp, all photos genuine. Pay deposit and keys will be shipped.",Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
Kazakhstan,Ust-Kamenogorsk,house,2,0,5,"CCTV/Security, Concierge, Laundry Room, Parking, Pool","Council Tax, Electricity",122,223,471.5,479,1,62,TRUE,3,6,27,4,"Urgent let! Owner moving abroad, needs reliable tenant immediately. No agent fees. Low deposit.",The property photos appear to be copied from an estate agent listing.,1,Scam
France,Marseille,studio,0,1,5,"Garden, Gym, Laundry Room, Lift/Elevator, Pool","Council Tax, WiFi",202,514,887.8,951,1,82,TRUE,6,9,22,5,Do not miss this deal! Owner cannot show property due to health issues. Bank transfer secures property.,No phone number given. Email only contact is extremely suspicious.,1,Scam
Germany,Hamburg,house,2,0,5,"Concierge, Dishwasher, Gym, Laundry Room, Washing Machine",,0,766,1624.95,2081,0,87,TRUE,12,45,25,4,STUNNING flat at an unbelievable price. Owner currently abroad on mission. Contact via email only.,Landlord refused every request for a viewing before payment.,1,Scam
Pakistan,Karachi,house,2,1,8,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Pool, Washing Machine","Electricity, Gas/Heating, Water",306,128,264.5,331,0,9,FALSE,6,3,24,1,Owner-managed property well below market. No credit checks needed. Just a deposit and it is yours.,Multiple people reporting this same listing on local Facebook groups.,1,Scam
United Kingdom,Bristol,flat,2,0,4,"CCTV/Security, Dishwasher, Gym, WiFi",Gym,173,1991,2149,1970,0,34,TRUE,1,36,20,3,Studio apartment fully fitted with integrated appliances. Ideal for single professional.,Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Singapore,Tanglin / Holland / Bukit Timah,flat,1,0,3,"Bike Storage, Dishwasher, WiFi",Water,87,2694,2965,3332,0,27,TRUE,3,15,25,3,Family home with south-facing garden and off-street parking. Well-regarded school catchment.,Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
Kazakhstan,Karaganda,house,2,0,9,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Parking, Pool, WiFi",Electricity,264,207,517.5,473,0,13,FALSE,3,0,9,5,"Property listed by owner, not agent. Currently stationed abroad with UN. Deposit secures property.",Landlord claimed to be abroad and could not provide local references.,1,Scam
Romania,Iași,house,3,1,7,"Bike Storage, Dishwasher, Gym, Parking, Pool, Washing Machine, WiFi","Council Tax, Gas/Heating, TV Licence, WiFi",112,969,855.66,1044,0,43,TRUE,12,24,12,3,"Clean and comfortable flat, professionally managed. References and credit check required.",Landlord was prompt and professional. No issues during the tenancy.,0,Not Scam
Switzerland,Canton Of Bern,flat,1,0,4,"CCTV/Security, Dishwasher, Laundry Room, Parking","Council Tax, Gas/Heating, Gym",320,957,1767,2531,0,67,FALSE,12,45,14,2,"Spacious flat, all bills included, furnished, HALF PRICE for the right tenant. No viewings first.",Tried calling the number given and it does not connect to anyone.,1,Scam
Saudi Arabia,Jeddah,flat,1,0,6,"Balcony, Garden, Gym, Laundry Room, Lift/Elevator, WiFi",,0,879,780,951,0,70,FALSE,1,59,27,1,Modern open-plan flat in a secure building with entry phone. Walking distance to the city centre.,Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Hong Kong,New Territories,flat,3,0,10,"Balcony, CCTV/Security, Concierge, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine","Gas/Heating, Laundry Room, Parking, WiFi",135,1269,3335,2787,0,61,FALSE,12,48,16,5,Do not miss this deal! Owner cannot show property due to health issues. Bank transfer secures property.,Landlord refused every request for a viewing before payment.,1,Scam
Cambodia,Chroy Changvar,flat,2,1,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",,0,875,891.25,1308,0,58,TRUE,12,51,26,4,"Comfortable house in a family-friendly neighbourhood. Private garden, driveway parking.",Very responsive landlord. Any small issues were fixed within days.,0,Not Scam
Japan,Kawasaki,flat,1,0,9,"Balcony, Bike Storage, CCTV/Security, Concierge, Gym, Laundry Room, Parking, Pool, WiFi","Parking, WiFi",337,220,610,598,0,85,FALSE,3,42,21,5,You will not find anything like this at this price in this area. Contact me now.,Found the exact same listing posted under three different names.,1,Scam
Australia,Adelaide,house,3,1,9,"Balcony, Bike Storage, Dishwasher, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine",Gym,314,1263,2512.75,2448,0,17,FALSE,12,47,12,5,"Spacious flat, all bills included, furnished, HALF PRICE for the right tenant. No viewings first.",Tried calling the number given and it does not connect to anyone.,1,Scam
Cayman Islands,Grand Cayman,flat,1,1,7,"Balcony, CCTV/Security, Concierge, Gym, Parking, Pool, Washing Machine",,0,3619,3450,3566,0,20,FALSE,3,31,28,4,Purpose-built flat in a well-managed block. Communal garden and bike storage available.,Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Russia,Yekaterinburg,house,2,1,7,"Balcony, Bike Storage, CCTV/Security, Garden, Gym, Parking, Washing Machine",,0,368,621.57,533,0,24,FALSE,12,57,2,1,Incredible property available immediately. I am a God-fearing landlord relocating for work. No time wasters.,Profile created just a few days ago. No history or reviews at all.,1,Scam
Greece,Athens,flat,1,1,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",,0,832,867.1,1067,0,26,FALSE,12,6,8,5,Comfortable 2-bed apartment close to university. Great for professionals or students.,Did not have a single issue during our 18-month tenancy.,0,Not Scam
Lithuania,Klaipeda,flat,1,1,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi","Laundry Room, Parking, WiFi",142,629,677.35,852,1,58,TRUE,6,42,10,2,Lovely property in a popular residential area. Minutes from the train station and local cafes.,Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
France,Toulouse,flat,1,0,3,"CCTV/Security, Laundry Room, Washing Machine",,0,751,848,846,0,93,FALSE,3,45,15,4,"Stylish apartment in a converted Victorian building. High ceilings, period features retained.",Landlord was prompt and professional. No issues during the tenancy.,0,Not Scam
United Kingdom,London,studio,0,0,7,"Balcony, Bike Storage, CCTV/Security, Concierge, Garden, Gym, Laundry Room","Gas/Heating, TV Licence",294,2603,2486.4,2796,1,95,FALSE,12,8,26,4,"Quiet flat in a gated development. 24-hour security, CCTV throughout building.",Landlord was prompt and professional. No issues during the tenancy.,0,Not Scam
United States,New York,studio,0,0,6,"Balcony, Bike Storage, CCTV/Security, Garden, Gym, Laundry Room",Gym,204,3216,3576,4101,0,30,TRUE,12,2,24,3,Spacious 3-bed house with utility room and large kitchen-diner. Available mid-month.,One of the better rental experiences I have had. Landlord is fair.,0,Not Scam
Philippines,Cebu City,flat,1,0,5,"CCTV/Security, Dishwasher, Garden, Lift/Elevator, Pool","Gym, Parking, TV Licence, WiFi",290,2114,2113.51,2364,0,73,FALSE,1,18,10,4,"Recently renovated property with high-quality fixtures. Energy-efficient boiler, low bills.",Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
Cambodia,Kep And Kampot,house,3,1,5,"Concierge, Dishwasher, Garden, Laundry Room, Parking","Council Tax, Gym",251,1502,1454.75,1754,1,38,TRUE,3,2,7,2,Ground floor flat with private entrance. Includes allocated parking space.,Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Singapore,Hougang / Punggol / Sengkang,flat,1,1,8,"Balcony, Bike Storage, Dishwasher, Laundry Room, Lift/Elevator, Parking, Pool, WiFi","Council Tax, Laundry Room, TV Licence, Water",307,2975,2656.5,3846,1,76,FALSE,3,34,20,1,Attractive ground-floor flat with patio doors opening to communal garden. No pets.,Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
Canada,Calgary,flat,3,0,4,"CCTV/Security, Dishwasher, Washing Machine, WiFi","Laundry Room, TV Licence",99,1567,1830,2010,0,51,TRUE,6,19,17,1,"Clean and comfortable flat, professionally managed. References and credit check required.",Very responsive landlord. Any small issues were fixed within days.,0,Not Scam
Argentina,Buenos Aires,flat,1,1,9,"Bike Storage, Concierge, Dishwasher, Garden, Laundry Room, Lift/Elevator, Pool, Washing Machine, WiFi","Electricity, Parking",287,488,552,578,1,29,FALSE,1,58,29,1,Spacious property recently repainted with new bathroom suite. Available for professional tenants.,Well priced for the area and what you get. Happy with everything.,0,Not Scam
New Zealand,Wellington,flat,3,0,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi","Electricity, Parking, Water, WiFi",300,1826,1620,2355,1,76,FALSE,12,20,20,2,Spacious property with original wooden floors and bay windows. Must be seen.,Landlord was prompt and professional. No issues during the tenancy.,0,Not Scam
Spain,Marbella,flat,1,1,7,"Balcony, Garden, Gym, Laundry Room, Parking, Pool, Washing Machine",Electricity,228,1042,1896.35,2262,0,80,TRUE,12,31,17,1,Do not miss this deal! Owner cannot show property due to health issues. Bank transfer secures property.,The property photos appear to be copied from an estate agent listing.,1,Scam
Mexico,Acapulco,flat,2,1,2,"Dishwasher, Pool",Laundry Room,295,388,638.25,957,0,48,FALSE,1,33,11,4,Beautiful apartment offered way below market due to urgent relocation overseas. No viewings until deposit paid.,Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
Russia,Rostov-na-Donu,flat,1,1,4,"Bike Storage, Lift/Elevator, Parking, Washing Machine","Electricity, Water",342,214,379.5,508,0,20,TRUE,3,37,25,2,Best deal in the city — priced to go fast. No viewings before deposit secured. Safe neighbourhood.,Agent said they would send keys by post. This is a known scam method.,1,Scam
Mexico,Naucalpan De Juárez,house,2,1,3,"Balcony, Dishwasher, Gym","Electricity, Gas/Heating, Parking",272,2202,2102.77,1884,0,80,TRUE,1,57,15,4,Charming flat on a quiet side street. Period features with modern upgrades throughout.,Straightforward process from viewing to move-in. Very professional.,0,Not Scam
United Arab Emirates,Dubai,flat,2,0,5,"Bike Storage, CCTV/Security, Garden, Pool, WiFi",,0,3585,3520,3975,0,26,TRUE,12,0,21,5,Well-located flat above shops with excellent transport connections to city centre.,Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
Taiwan,Taoyuan,house,2,0,8,"CCTV/Security, Concierge, Dishwasher, Garden, Gym, Lift/Elevator, Pool, WiFi","Electricity, Laundry Room, Water, WiFi",307,516,966,857,1,37,FALSE,1,7,12,3,You will not find anything like this at this price in this area. Contact me now.,Deposit demanded before any contract or tenancy agreement provided.,1,Scam
Greece,Volos,studio,0,0,5,"Balcony, Bike Storage, CCTV/Security, Gym, Washing Machine",Laundry Room,338,147,404.8,487,0,19,TRUE,12,6,10,4,Owner-managed property well below market. No credit checks needed. Just a deposit and it is yours.,Landlord refused every request for a viewing before payment.,1,Scam
Egypt,Cairo,flat,2,1,6,"CCTV/Security, Concierge, Gym, Laundry Room, Pool, Washing Machine","Gym, Water",197,547,1081,1583,1,11,FALSE,1,27,14,1,"Luxury 2-bed flat going for half price. Owner in the USA, will arrange key courier after deposit received.",Multiple people reporting this same listing on local Facebook groups.,1,Scam
Turkey,Bursa,flat,1,1,6,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Gym, Laundry Room","Gas/Heating, Parking, Water, WiFi",117,186,425.5,400,0,66,FALSE,6,10,15,4,AMAZING DEAL! Fully furnished flat in prime location. WhatsApp only. Serious inquiries — transfer deposit first.,Profile created just a few days ago. No history or reviews at all.,1,Scam
Ireland,Cork,studio,0,1,10,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine","Council Tax, Electricity, Laundry Room",337,1100,1733.28,1517,0,37,TRUE,3,40,15,2,Best deal in the city — priced to go fast. No viewings before deposit secured. Safe neighbourhood.,Deposit demanded before any contract or tenancy agreement provided.,1,Scam
United Kingdom,Bristol,house,3,0,6,"Concierge, Dishwasher, Gym, Pool, Washing Machine, WiFi","Electricity, Gym, Parking, TV Licence",237,3529,3893.9,5542,0,10,FALSE,6,30,24,5,Newly built apartment with high specification throughout. Smart heating system installed.,Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
Indonesia,South Tangerang,house,2,0,5,"Balcony, Concierge, Gym, Laundry Room, WiFi","Electricity, Laundry Room, Parking, Water",182,317,511.75,458,0,32,FALSE,1,2,8,5,Low rent because I have already found my new place and am paying double. Need someone fast.,The property photos appear to be copied from an estate agent listing.,1,Scam
Lithuania,Vilnius,studio,0,0,11,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",,0,384,612,886,1,32,FALSE,6,6,2,5,Keys will be shipped once deposit is sent. I have done this before and it is perfectly safe.,Could not verify this property exists. Address appeared to be fake.,1,Scam
Singapore,East Coast / Marine Parade,studio,0,1,4,"Balcony, Bike Storage, Parking, Washing Machine",,0,2521,2479.4,3142,0,27,TRUE,3,47,1,2,"Professional landlord offering clean, modern accommodation. Easy access to public transport.",Landlord was prompt and professional. No issues during the tenancy.,0,Not Scam
Estonia,Pärnu,flat,2,0,4,"Balcony, Bike Storage, Concierge, Garden","Gas/Heating, TV Licence",256,541,589,815,0,65,FALSE,1,10,11,5,"Quiet flat in a gated development. 24-hour security, CCTV throughout building.",Straightforward process from viewing to move-in. Very professional.,0,Not Scam
Singapore,Orchard / River Valley,flat,1,0,3,"CCTV/Security, Concierge, Gym","Parking, Water",316,1311,3310,3013,0,62,FALSE,3,39,26,3,Flat available below market rate due to personal reasons. Deposit required before viewing can be arranged.,Landlord claimed to be abroad and could not provide local references.,1,Scam
India,Ahmedabad,studio,0,0,10,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Garden, Laundry Room, Parking, Pool, Washing Machine, WiFi","Laundry Room, Parking, TV Licence, WiFi",264,70,152,208,0,71,TRUE,3,51,4,1,Rental priced at half the going rate. Landlord wants a quick let before flying out next week.,Tried calling the number given and it does not connect to anyone.,1,Scam
United Arab Emirates,Abu Dhabi,flat,1,0,6,"Balcony, CCTV/Security, Dishwasher, Garden, Lift/Elevator, Parking","Electricity, Gym, WiFi",291,1099,2150,2052,0,71,TRUE,12,4,13,3,"Property listed by owner, not agent. Currently stationed abroad with UN. Deposit secures property.",Landlord claimed to be abroad and could not provide local references.,1,Scam
Kazakhstan,Aktau,flat,1,0,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Pool, Washing Machine, WiFi","Electricity, TV Licence, WiFi",318,341,315,395,0,85,TRUE,3,22,10,1,Studio apartment fully fitted with integrated appliances. Ideal for single professional.,Communication with landlord was excellent. Very reasonable person.,0,Not Scam
Malaysia,Petaling Jaya,flat,2,0,11,"Balcony, Bike Storage, Concierge, Dishwasher, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi","Council Tax, Gym, Parking, TV Licence",62,380,640,707,0,10,TRUE,1,42,8,4,"Excellent location, excellent price. Owner living outside country. Send first month to reserve this gem.",Found the exact same listing posted under three different names.,1,Scam
New Zealand,Auckland,flat,2,1,11,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Parking, Pool, Washing Machine, WiFi",TV Licence,269,1497,1541,1829,0,85,FALSE,1,26,6,4,Ground floor flat with private entrance. Includes allocated parking space.,One of the better rental experiences I have had. Landlord is fair.,0,Not Scam
United Kingdom,Edinburgh,house,3,0,10,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Gym, Laundry Room, Parking, Washing Machine, WiFi","Council Tax, Gas/Heating, Parking, Water",270,3346,3087.75,4550,0,75,FALSE,12,56,29,5,"Quiet flat on a tree-lined street. Close to parks, schools, and supermarkets.",Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
Hong Kong,Hong Kong Island,house,2,1,3,"CCTV/Security, Gym, Washing Machine","Gas/Heating, Laundry Room, TV Licence, Water",244,1479,3729.45,4725,0,57,FALSE,3,1,7,2,Incredible property available immediately. I am a God-fearing landlord relocating for work. No time wasters.,Sent deposit and then received no further replies from the landlord.,1,Scam
Singapore,Hougang / Punggol / Sengkang,flat,1,1,9,"Balcony, CCTV/Security, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Washing Machine",,0,2459,2656.5,2472,0,91,FALSE,6,34,21,3,Spacious property recently repainted with new bathroom suite. Available for professional tenants.,Very responsive landlord. Any small issues were fixed within days.,0,Not Scam
Australia,Adelaide,studio,0,1,6,"Balcony, Dishwasher, Lift/Elevator, Parking, Pool, Washing Machine",Electricity,161,544,1150,1368,0,40,FALSE,3,29,19,3,Flat available below market rate due to personal reasons. Deposit required before viewing can be arranged.,No phone number given. Email only contact is extremely suspicious.,1,Scam
Brazil,Fortaleza,flat,1,0,7,"Bike Storage, Concierge, Dishwasher, Garden, Lift/Elevator, Parking, WiFi",Gas/Heating,292,820,759.66,656,1,72,FALSE,1,34,1,2,Immaculate flat on a high floor with panoramic views. Recently refurbished throughout.,Property was well maintained throughout our stay. Highly recommend.,0,Not Scam
Hungary,Debrecen,house,2,0,5,"Balcony, Bike Storage, Gym, Parking, WiFi","Gas/Heating, TV Licence, Water, WiFi",347,478,1069.5,927,1,75,TRUE,1,58,5,1,STUNNING flat at an unbelievable price. Owner currently abroad on mission. Contact via email only.,Could not verify this property exists. Address appeared to be fake.,1,Scam
Czech Republic,Prague,flat,2,0,10,"Balcony, CCTV/Security, Concierge, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, WiFi","Council Tax, Gym, WiFi",160,1686,1531,2074,0,12,TRUE,6,38,2,5,Charming flat on a quiet side street. Period features with modern upgrades throughout.,Landlord respected our privacy and handled maintenance well.,0,Not Scam
United States,San Diego,flat,1,1,9,"Balcony, Bike Storage, CCTV/Security, Concierge, Garden, Gym, Lift/Elevator, Parking, WiFi",Water,94,1349,2875,2783,0,47,FALSE,12,4,2,1,"Luxury 2-bed flat going for half price. Owner in the USA, will arrange key courier after deposit received.",Agent said they would send keys by post. This is a known scam method.,1,Scam
Turkey,Antalya,house,3,0,7,"Balcony, Concierge, Dishwasher, Gym, Laundry Room, Parking, Pool",,0,825,793.5,700,0,59,TRUE,1,60,6,5,Modern development with secure underground parking. On-site property management available.,Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
Romania,Brasov,house,2,0,3,"Concierge, Garden, Washing Machine",,0,489,879.75,1291,0,37,FALSE,6,3,26,5,Flat available below market rate due to personal reasons. Deposit required before viewing can be arranged.,Could not verify this property exists. Address appeared to be fake.,1,Scam
South Africa,Cape Town,house,2,1,10,"Balcony, CCTV/Security, Concierge, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine",Laundry Room,319,1198,1203.47,967,1,29,FALSE,6,15,15,4,"Cosy top-floor apartment with city views. South-facing living room, very bright and warm.",Landlord was prompt and professional. No issues during the tenancy.,0,Not Scam
Ireland,Dublin,studio,0,0,9,"Balcony, Dishwasher, Garden, Gym, Lift/Elevator, Parking, Pool, Washing Machine, WiFi","Gas/Heating, Laundry Room",330,1021,1856,2413,1,37,TRUE,12,48,19,5,"Luxury 2-bed flat going for half price. Owner in the USA, will arrange key courier after deposit received.",Asked for payment via Western Union which is a major red flag.,1,Scam
Malaysia,Subang Jaya,house,3,0,10,"Balcony, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Parking, Pool, WiFi",,0,691,736,987,0,77,TRUE,3,56,6,2,"Recently renovated property with high-quality fixtures. Energy-efficient boiler, low bills.",Communication with landlord was excellent. Very reasonable person.,0,Not Scam
France,Paris,house,3,0,10,"Balcony, Bike Storage, CCTV/Security, Concierge, Garden, Gym, Laundry Room, Parking, Pool, WiFi",Laundry Room,218,3122,5575.2,8342,0,71,TRUE,6,42,21,2,"Incredible opportunity — 3 bed house at 1 bed price. I am a Christian landlord, very trustworthy.",Found the exact same listing posted under three different names.,1,Scam
United Kingdom,Glasgow,flat,2,0,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Parking, Pool, Washing Machine, WiFi","Gas/Heating, Parking, TV Licence, Water",78,1756,1543,1829,1,49,FALSE,1,59,26,1,"Comfortable house in a family-friendly neighbourhood. Private garden, driveway parking.",Did not have a single issue during our 18-month tenancy.,0,Not Scam
Singapore,East Coast / Marine Parade,flat,3,0,7,"Bike Storage, Concierge, Dishwasher, Garden, Lift/Elevator, Parking, WiFi","Gas/Heating, Gym, Laundry Room, Water",305,5892,5395,5343,0,8,TRUE,12,48,7,1,"Modern apartment in a sought-after development. Concierge service, gym included in building.",Communication with landlord was excellent. Very reasonable person.,0,Not Scam
Slovenia,Ljubljana,house,3,1,8,"Balcony, Bike Storage, Concierge, Garden, Gym, Lift/Elevator, Pool, Washing Machine",,0,1378,3758.54,5494,1,72,TRUE,6,5,9,3,Rental priced at half the going rate. Landlord wants a quick let before flying out next week.,Found the exact same listing posted under three different names.,1,Scam
Russia,Rostov-na-Donu,flat,3,0,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Lift/Elevator, Parking, Pool, Washing Machine, WiFi","Electricity, Laundry Room, TV Licence",67,692,610,891,0,56,FALSE,3,38,4,1,Comfortable 2-bed apartment close to university. Great for professionals or students.,Very responsive landlord. Any small issues were fixed within days.,0,Not Scam
Taiwan,Taipei,studio,0,1,11,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi",Gym,111,1021,892.4,859,0,45,FALSE,3,12,11,1,Modern development with secure underground parking. On-site property management available.,Landlord respected our privacy and handled maintenance well.,0,Not Scam
Canada,Calgary,house,2,0,4,"Bike Storage, Parking, Pool, Washing Machine",Council Tax,164,1880,1679,1600,1,35,FALSE,3,29,15,4,"Professional landlord offering clean, modern accommodation. Easy access to public transport.",Landlord was prompt and professional. No issues during the tenancy.,0,Not Scam
India,Hyderabad,house,2,1,4,"Balcony, CCTV/Security, Garden, Parking","Council Tax, Laundry Room, TV Licence",78,216,409.97,407,0,35,FALSE,3,43,8,4,AMAZING DEAL! Fully furnished flat in prime location. WhatsApp only. Serious inquiries — transfer deposit first.,Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
