Country,City,PropertyType,Bedrooms,AreaAveragePrice,BillsIncludedCost,Price,DepositAmount,LandlordVerified,ReputationScore,NationalityMismatch,ThumbsUpCount,ThumbsDownCount,AverageReviewRating,RentalDescription,Reviews,ScenarioType,IsScam,PriceRatio,DepositRatio,ThumbsRatio,DescriptionScamScore,IsNewListing
Romania,Bucharest,Apartment,1,754.0,126.36159271168427,998.1196008220304,804.9680318871939,0,76.23692053978192,0,25,2,3.5471664787785575,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,legit_new_listing,0,1.1324745814610742,1.0661828236916475,0.8928571428571429,0.0,0
Slovenia,Ljubljana,Studio,1,974.4000000000001,90.33106539939004,1046.925743158154,1225.3205000548933,1,94.70330883412667,0,24,3,4.648489302107639,Clean studio in quiet neighborhood with good sunlight,"good experience, apartment matched photos",legit_new_listing,0,0.9823545330977204,1.256223600630401,0.8571428571428571,0.0,0
Russia,Rostov-na-Donu,Studio,1,264.0,22.854789215672803,283.4575385020386,317.5133849718622,0,49.86277255097698,0,5,12,3.2622136280894125,Bright apartment near metro and university,reliable landlord and smooth move in process,legit_new_listing,0,0.9847240661667797,1.1981637168749517,0.2777777777777778,0.0,0
Cambodia,Phnom Penh,Apartment,2,1000.0,78.50726711035153,1096.5248824529074,2545.0931942839948,0,73.3461177263511,0,9,0,4.292252949782079,Bright apartment near metro and university,"decent listing, no major problems",legit_new_listing,0,1.0157642434294203,2.542550643640354,0.9,0.0,0
Indonesia,South Tangerang,House,2,511.74999999999994,23.06763695101714,525.1617690223852,570.0855105469743,0,79.73295863790341,0,20,12,3.945754386404369,Well maintained property with clear contract terms,different from photos,legit_new_listing,0,0.9801128832017039,1.111819620764455,0.6060606060606061,0.0,0
Estonia,Pï¿½rnu,House,1,534.75,60.047437395557125,571.3364509994902,640.3740271620715,1,81.33242624772325,0,5,10,3.1886538071128134,Clean studio in quiet neighborhood with good sunlight,reliable landlord and smooth move in process,legit_new_listing,0,0.9589441228498823,1.195285165024865,0.3125,0.0,0
Germany,Munich,Apartment,2,2238.0,70.12168451946712,2162.180004529858,3498.026923455065,1,95.41544242994705,0,5,4,3.5927521296325513,Well maintained property with clear contract terms,overall positive and responsive host,legit_new_listing,0,0.9363646875023011,1.5623166250357594,0.5,0.0,0
United Arab Emirates,Sharjah,Studio,1,708.0,103.03255304864918,865.2035096481934,1365.4344675439022,1,100.0,0,4,12,4.444568903900065,Comfortable flat with balcony and furnished kitchen,different from photos,legit_new_listing,0,1.0654788486002467,1.9258596157177745,0.23529411764705882,0.0,0
Austria,Graz,Apartment,2,1124.0,174.2081856540416,1300.1907875439704,2123.6247297506907,1,77.56688787091718,0,41,5,3.936815246145836,Comfortable flat with balcony and furnished kitchen,professional communication and returned deposit on time,legit_new_listing,0,1.000756308265895,1.8876664264450584,0.8723404255319149,0.0,0
Portugal,Lisbon,Apartment,1,1739.0,145.1753582650575,1874.8531067007432,3396.1795015072626,1,78.80258313811254,1,23,5,3.994433089321987,Well maintained property with clear contract terms,professional communication and returned deposit on time,legit_new_listing,0,0.9945245138500994,1.9518272997168176,0.7931034482758621,0.0,0
Andorra,Andorra la Vella,Apartment,2,2784.0,465.7167365838185,3432.1688159778996,5110.712844567461,1,100.0,0,20,0,4.046660036603173,Spacious room in shared apartment close to city center,not bad,legit_new_listing,0,1.0558190990165355,1.8350854019990883,0.9523809523809523,0.0,0
Costa Rica,San Jose,Studio,1,800.0,93.82438344692426,867.2155289450856,1596.5796609870054,0,78.50637959124566,0,17,7,3.1337337014425053,Clean studio in quiet neighborhood with good sunlight,overall positive and responsive host,legit_new_listing,0,0.969146063727625,1.9932330349400815,0.68,0.0,0
Malaysia,Georgetown,House,3,707.25,38.879662976706335,697.9811967731614,1361.2575045529684,1,82.87173469624923,0,40,0,4.76202585606658,Well maintained property with clear contract terms,professional communication and returned deposit on time,legit_new_listing,0,0.9342169523724596,1.9220014183592917,0.975609756097561,0.0,0
Malaysia,Subang Jaya,Apartment,1,460.0,54.74075282468022,562.8678072465807,926.3659500108992,1,68.37999608578865,0,14,3,3.988529144145161,Clean studio in quiet neighborhood with good sunlight,overall positive and responsive host,legit_new_listing,0,1.0913774103826166,2.0094706073989137,0.7777777777777778,0.0,0
Estonia,Pï¿½rnu,Apartment,1,465.0,19.103282177024017,558.2429223981384,641.402802315837,1,89.30702325677535,0,33,1,4.700037109791637,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,legit_new_listing,0,1.1507712747126377,1.376400863338706,0.9428571428571428,0.0,0
Singapore,Orchard / River Valley,Studio,1,2648.0,286.5677510761057,2929.234211943647,5507.077035251496,1,98.81399584680003,0,25,14,4.8171402657250395,Recently updated apartment with washing machine and wifi,overall positive and responsive host,legit_new_listing,0,0.9978424823851751,2.0789267781243854,0.625,0.0,0
Lithuania,Vilnius,Apartment,1,765.0,28.290459896885118,791.6555170313208,708.9434619366118,1,84.64765319538942,0,13,13,4.375955809103399,Well maintained property with clear contract terms,some issues but manageable,legit_new_listing,0,0.9966826457088426,0.9255136578806943,0.48148148148148145,0.0,0
France,Bordeaux,Apartment,1,1001.0,132.30703552453107,1210.1082056217983,1228.2349269504925,1,63.81869954646042,0,5,8,4.341521588927645,Clean studio in quiet neighborhood with good sunlight,"good experience, apartment matched photos",legit_new_listing,0,1.0668259719135171,1.2257833602300325,0.35714285714285715,0.0,0
Turkey,Adana,Studio,1,256.0,47.711538690060934,293.889576140643,484.2077130300565,1,79.44153355757824,0,7,14,4.3887425601584455,Clean studio in quiet neighborhood with good sunlight,professional communication and returned deposit on time,legit_new_listing,0,0.9644845659736385,1.884076704397107,0.3181818181818182,0.0,0
Switzerland,Canton Of Valais,Apartment,3,2709.0,86.2965526467639,3195.9940578655765,3992.0625434698554,1,72.08424759906596,1,33,10,4.162974218323171,Well maintained property with clear contract terms,"decent listing, no major problems",legit_new_listing,0,1.1429381675704207,1.4730858093984707,0.75,0.0,0
India,Kolkata,House,1,114.99999999999999,19.603921645455873,146.89622050044392,173.7602299491278,1,65.76595258118597,0,6,11,4.668521961096924,cheap room no viewing available today deposit first,"decent listing, no major problems",legit_new_listing,0,1.0832741318832386,1.497933016802826,0.3333333333333333,0.3,0
Argentina,Rosario,Apartment,3,577.0,101.18149868053861,674.4404135827472,1061.176679146935,1,92.43669609738082,0,10,0,4.021676825275159,Recently updated apartment with washing machine and wifi,not bad,legit_new_listing,0,0.9930194136515761,1.8359458116728977,0.9090909090909091,0.0,0
Czech Republic,Ostrava,Studio,1,404.8,56.93940825065723,435.3059405356054,426.8091429733093,1,60.84546784117995,0,2,16,3.5178131203773466,Clean studio in quiet neighborhood with good sunlight,overall positive and responsive host,legit_new_listing,0,0.9407150823424323,1.0517721610973614,0.10526315789473684,0.0,0
Mexico,Guadalajara,Apartment,1,1060.0,150.80585168866727,1121.5293358144584,1192.2573888837223,1,62.308062378500125,0,22,0,3.4985035614094615,Spacious room in shared apartment close to city center,okay place,legit_new_listing,0,0.925502492211597,1.1237110168555347,0.9565217391304348,0.0,0
Spain,Barcelona,Studio,1,1507.2,226.49393027228234,1840.7786637456736,2307.3897885209494,1,62.72223584631715,0,23,11,4.634898754990422,Bright apartment near metro and university,"good experience, apartment matched photos",legit_new_listing,1,1.06115472684956,1.5298964252227485,0.6571428571428571,0.0,0
Mexico,Monterrey,Apartment,2,1615.0,162.63827914833345,1639.485119970963,3009.290770644015,1,59.76892233341906,0,38,4,4.392034908134532,Bright apartment near metro and university,reliable landlord and smooth move in process,legit_new_listing,0,0.9217642165870842,1.8621848828242669,0.8837209302325582,0.0,0
Germany,Hamburg,Apartment,2,1413.0,226.58968134450893,1899.8981631857177,1276.4113106263114,1,58.83435716855713,0,24,2,4.168765648512224,Well maintained property with clear contract terms,"good experience, apartment matched photos",legit_new_listing,0,1.1580580962990685,0.9026954106268115,0.8888888888888888,0.0,0
United Arab Emirates,Sharjah,Studio,1,708.0,88.19442852058502,902.6950398927121,1638.64035660474,1,87.44604689961768,0,8,0,4.365912116535803,Spacious room in shared apartment close to city center,overall positive and responsive host,legit_new_listing,0,1.1323398754403147,2.3111993746188153,0.8888888888888888,0.0,0
United Arab Emirates,Ajman,House,2,991.3,149.77818034139452,1223.6877016967267,1576.3848250400815,1,84.15358596438365,0,33,6,4.943738341111498,Comfortable flat with balcony and furnished kitchen,okay place,legit_new_listing,0,1.0714570357442055,1.5886171773053326,0.825,0.0,0
United Kingdom,Birmingham,Apartment,2,1613.0,53.43061943347716,1650.8598080583267,2659.3182669090293,0,78.15754485098039,0,10,2,4.489682024107322,Spacious room in shared apartment close to city center,"decent listing, no major problems",legit_new_listing,0,0.9900620684410962,1.6476569187788286,0.7692307692307693,0.0,0
France,Paris,House,2,3735.2,533.3121155614717,4110.142783578361,3295.8565819470487,1,100.0,0,11,13,4.1035725753248755,Recently updated apartment with washing machine and wifi,reliable landlord and smooth move in process,legit_new_listing,0,0.962672706466333,0.8821413687562359,0.44,0.0,0
Slovenia,Ljubljana,Studio,1,974.4000000000001,79.17200318783372,1102.9948672100666,1084.4761773559308,1,81.70947161803377,0,27,14,4.5896727471231875,Recently updated apartment with washing machine and wifi,mixed experience,legit_new_listing,0,1.0459170771420603,1.1118271246216225,0.6428571428571429,0.0,0
India,Ahmedabad,Studio,1,152.0,19.729563802974834,189.06803288619713,198.01727746776533,1,57.43570608263668,1,6,1,4.920384600286509,Spacious room in shared apartment close to city center,"decent listing, no major problems",legit_new_listing,0,1.09458988214582,1.2942305716847406,0.75,0.0,0
Brazil,Rio De Janeiro,Apartment,2,310.0,32.071671655275175,357.2088523932358,590.3052796832802,1,76.8295016445543,0,28,5,4.987293173535398,Comfortable flat with balcony and furnished kitchen,"decent listing, no major problems",legit_new_listing,0,1.0412076598156608,1.898087716023409,0.8235294117647058,0.0,0
Australia,Canberra,Apartment,1,1450.0,211.85983842478493,1574.288131841045,1520.2563718692081,1,72.350880880511,0,23,13,4.76880344460377,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,legit_new_listing,0,0.946735314343966,1.0477300977734032,0.6216216216216216,0.0,0
Canada,Ottawa,Studio,1,996.0,57.454975597914945,1124.3332718876934,2035.186394670281,1,90.5217781076465,0,17,7,4.546047804766825,Spacious room in shared apartment close to city center,mixed experience,legit_new_listing,0,1.0662695875185708,2.0413103256472227,0.68,0.0,0
Ukraine,Odesa,Apartment,1,294.0,49.02154580336292,372.20879942286723,598.4111646243445,1,81.70220342528351,0,23,8,4.66584910074421,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,legit_new_listing,0,1.0819345589349094,2.028512422455405,0.71875,0.0,0
Denmark,Aalborg,House,2,1306.3999999999999,52.72750756124594,1237.5275632689363,1491.943623905392,1,86.76074284080269,0,3,8,4.550835114647193,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,legit_new_listing,0,0.9098614331297988,1.1411531466310174,0.25,0.0,0
United States,Houston,Apartment,1,1325.0,230.64674845296182,1695.2152677357124,1560.9392701249817,1,65.21003270668349,0,33,16,4.497109936219306,Comfortable flat with balcony and furnished kitchen,"good experience, apartment matched photos",legit_new_listing,0,1.0890173184253034,1.1771789367458383,0.66,0.0,0
Spain,Valencia,Apartment,3,1767.0,259.6978253566509,2186.4088264163183,2053.631008112312,0,86.17694409817328,0,30,0,4.315859606069894,Well maintained property with clear contract terms,professional communication and returned deposit on time,legit_new_listing,0,1.0782715250147057,1.1615560000635248,0.967741935483871,0.0,0
United Kingdom,London,Apartment,1,3108.0,437.33331631124383,3398.0327713706865,6419.620884971914,1,81.99424294960798,1,32,11,3.218407603674951,Bright apartment near metro and university,different from photos,legit_new_listing,0,0.9581820061136234,2.0648507188716354,0.7272727272727273,0.0,0
Switzerland,Canton Of Ticino,Apartment,1,1660.0,88.04531785507722,1830.46965826346,2174.860890391265,1,98.40365253290533,1,22,6,4.535713290166445,Comfortable flat with balcony and furnished kitchen,"decent listing, no major problems",legit_new_listing,0,1.0465535910231512,1.309368386749708,0.7586206896551724,0.0,0
Ukraine,Kyiv,Apartment,2,985.0,44.44849533340974,973.1173252787619,2505.274595975831,1,86.27210377265939,0,32,1,4.613445249976859,Recently updated apartment with washing machine and wifi,"good experience, apartment matched photos",legit_new_listing,0,0.944362896045476,2.540846446222952,0.9411764705882353,0.0,0
Sweden,Malmï¿½,Studio,1,885.6,94.9666518371391,968.8639102674847,877.7839083060313,1,70.09132515001802,0,2,10,4.997199260894473,Comfortable flat with balcony and furnished kitchen,mixed experience,legit_new_listing,0,0.9870587070721285,0.990056291795659,0.15384615384615385,0.0,0
France,Lyon,Studio,1,838.4000000000001,32.408700238514996,848.5722581864275,960.974407118793,1,88.74898645848883,0,17,2,4.621290278104548,Spacious room in shared apartment close to city center,not bad,legit_new_listing,1,0.9733468568898999,1.1448348905394246,0.85,0.0,0
United States,New York,Studio,1,3576.0,593.7667069931941,4018.8291119487367,5700.242151128083,1,100.0,1,33,2,4.046045002687823,too good to be true premium flat bitcoin accepted,okay place,legit_new_listing,0,0.9635708238512355,1.5935818146849545,0.9166666666666666,0.55,0
Cayman Islands,Grand Cayman,Apartment,1,3000.0,209.48876411341044,3201.7787368385384,2524.428220913733,1,70.21146012381666,1,10,0,4.95176068414489,Recently updated apartment with washing machine and wifi,"decent listing, no major problems",legit_new_listing,0,0.9972870089525832,0.8411956750795512,0.9090909090909091,0.0,0
Italy,Palermo,Studio,1,659.2,100.35847812156405,795.4817179845716,1493.5363957146205,1,97.69674427571846,0,9,1,4.486905218015166,Well maintained property with clear contract terms,overall positive and responsive host,legit_new_listing,0,1.04591788911388,2.2622484030818244,0.8181818181818182,0.0,0
Panama,Panama City,Apartment,3,2500.0,406.06689106516035,2688.9729823691605,6428.910892675181,1,56.61709029667092,0,1,0,3.634543410048917,Well maintained property with clear contract terms,overall positive and responsive host,legit_new_listing,0,0.9249780218796103,2.570536142613027,0.5,0.0,0
Italy,Florence,House,1,1896.35,269.5108714860945,2096.1125966647496,2963.0085209709996,1,65.08840022858263,0,15,5,4.710983395051953,Bright apartment near metro and university,some issues but manageable,legit_new_listing,0,0.9673498766107564,1.561656268464437,0.7142857142857143,0.0,0
Malaysia,Johor Bahru,Studio,1,408.0,67.06431164365706,556.3432178153039,451.9626686373389,1,83.1552016103396,0,23,0,5.0,Bright apartment near metro and university,professional communication and returned deposit on time,legit_new_listing,0,1.1686303808291705,1.1050431996022956,0.9583333333333334,0.0,0
United Kingdom,Glasgow,Apartment,3,2149.0,355.0890514057186,2434.0245829997357,3400.0628551615155,1,62.21559940824868,0,32,6,4.455228950286254,Recently updated apartment with washing machine and wifi,professional communication and returned deposit on time,legit_new_listing,0,0.9716319592047614,1.5814245837960537,0.8205128205128205,0.0,0
Malaysia,Subang Jaya,Studio,1,368.0,12.14031936947105,396.86582555819473,648.847138087872,1,100.0,0,27,0,4.217557895575983,Recently updated apartment with washing machine and wifi,reliable landlord and smooth move in process,legit_new_listing,0,1.0412590990497639,1.7583933281514148,0.9642857142857143,0.0,0
Czech Republic,Plzen,Apartment,1,730.0,133.03585234377536,963.847703527072,1578.1550099667788,1,81.21104810210917,1,29,12,4.649493224137864,Spacious room in shared apartment close to city center,okay place,legit_new_listing,0,1.1155181823908673,2.158898782444294,0.6904761904761905,0.0,0
Slovenia,Ljubljana,Apartment,3,2842.0,468.66244892951954,3590.2975800720274,7063.426153880058,1,73.29708372026886,0,17,10,4.736460855299057,Spacious room in shared apartment close to city center,mixed experience,legit_new_listing,0,1.084137539812542,2.484497416067555,0.6071428571428571,0.0,0
South Africa,Centurion,Studio,1,304.0,43.88555386526152,338.9603430905306,680.1050330936895,0,53.07137237115893,0,22,1,4.141949374995404,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,legit_new_listing,0,0.9715516717021652,2.2298525675202936,0.9166666666666666,0.0,0
Germany,Munich,Apartment,3,2945.0,325.2793327841677,3021.9371604309467,4604.80352203493,1,100.0,0,9,7,4.412164560699946,Spacious room in shared apartment close to city center,some issues but manageable,legit_new_listing,0,0.9237783915747093,1.5630697630804244,0.5294117647058824,0.0,0
Australia,Melbourne,Apartment,1,1590.0,61.423720338774594,1752.9502801297192,2473.8246241564525,1,86.97140975238842,0,25,12,5.0,Well maintained property with clear contract terms,reliable landlord and smooth move in process,legit_new_listing,0,1.060835824706229,1.5548866273767772,0.6578947368421053,0.0,0
Mexico,Naucalpan De Juï¿½rez,Apartment,2,1590.0,208.61969946665747,1653.2605320460195,1468.3951211918456,1,69.99146070326027,0,6,14,4.236583614117129,Spacious room in shared apartment close to city center,some issues but manageable,legit_new_listing,0,0.9186721686454012,0.9229384796931777,0.2857142857142857,0.0,0
Argentina,Buenos Aires,Studio,1,384.0,19.31632681855543,391.68770623783433,805.8373443858179,0,81.77216194626787,0,35,16,4.7113317492549065,cheap room no viewing available today deposit first,overall positive and responsive host,legit_new_listing,0,0.9687654943838357,2.093084011391735,0.6730769230769231,0.3,0
United Kingdom,Edinburgh,Apartment,1,1466.0,159.667658815336,1716.3056319833352,3391.737510643247,1,90.79280054544039,0,30,1,3.951098115841792,Bright apartment near metro and university,overall positive and responsive host,legit_new_listing,0,1.055105277763548,2.3120228429742653,0.9375,0.0,0
Mexico,Guadalajara,Apartment,1,1060.0,46.01373813664755,1067.409767755084,2179.0179611122003,1,70.69939251192287,1,13,11,3.7797672127994253,Clean studio in quiet neighborhood with good sunlight,okay place,legit_new_listing,0,0.9642244996451209,2.0537398313969843,0.52,0.0,0
South Africa,Durban,Studio,1,280.0,31.038039467843724,335.05660710669906,528.6080144415781,1,64.84874621311062,1,15,2,3.6332294952851294,Comfortable flat with balcony and furnished kitchen,"good experience, apartment matched photos",legit_new_listing,0,1.0737684664283615,1.8811673111799934,0.8333333333333334,0.0,0
Taiwan,New Taipei,Apartment,2,840.0,102.0976138477044,922.068505628155,963.4573834986749,0,87.65644696801569,0,9,5,4.264226201703935,cheap room no viewing available today deposit first,professional communication and returned deposit on time,legit_new_listing,0,0.9777020873441152,1.1456092550519321,0.6,0.25,0
Austria,Graz,Apartment,1,889.0,108.47889453208325,979.1091255406949,1994.2236584062978,0,94.91446361208418,0,17,9,4.453338372448749,urgent half price apartment no viewing deposit before viewing,professional communication and returned deposit on time,legit_new_listing,0,0.9806007226617789,2.240700739782357,0.6296296296296297,0.9499999999999998,0
Netherlands,The Hague,Studio,1,1880.0,109.34590566935746,1925.3903479784403,3953.082140538959,1,93.73872852605042,1,31,1,3.858916939025969,Comfortable flat with balcony and furnished kitchen,some issues but manageable,legit_new_listing,0,0.9673646889689396,2.101585401668771,0.9393939393939394,0.0,0
Iceland,Reykjavik,Apartment,1,2610.0,274.67958019899817,2933.384877502864,6359.166528832774,1,89.69165730977602,0,4,1,5.0,Spacious room in shared apartment close to city center,not bad,legit_new_listing,0,1.0165317374913039,2.4355291186644097,0.6666666666666666,0.0,0
India,Mumbai,Apartment,2,750.0,126.24022850153463,934.401102975323,848.3066521375812,1,72.58478011855406,1,10,10,4.785054671085213,Comfortable flat with balcony and furnished kitchen,reliable landlord and smooth move in process,legit_new_listing,0,1.0651598873565435,1.1295694435919856,0.47619047619047616,0.0,0
Cyprus,Nicosia,Apartment,1,754.0,92.65638908323159,977.6605714965681,1557.3928184474285,1,68.5593572305334,0,34,5,4.221622325736574,Bright apartment near metro and university,okay place,legit_new_listing,0,1.1533689642261062,2.0627719449634814,0.85,0.0,0
Colombia,Barranquilla,Apartment,2,420.0,53.554135415378994,436.36415530804203,445.9036584946529,1,80.66447190562432,0,2,0,5.0,Well maintained property with clear contract terms,mixed experience,legit_new_listing,0,0.9195245025651096,1.059153583122691,0.6666666666666666,0.0,0
Italy,Turin,Apartment,2,1178.0,198.45247362692837,1418.7701011051872,1267.5741245323845,1,49.50718629716988,0,22,0,4.252927612310976,Bright apartment near metro and university,mixed experience,legit_new_listing,0,1.0299956828052779,1.0751264839121157,0.9565217391304348,0.0,0
United States,Houston,Studio,1,1060.0,187.17438774492743,1240.644091459323,1797.7035996902605,1,90.63013294278244,0,42,9,4.860988103863831,Spacious room in shared apartment close to city center,overall positive and responsive host,legit_new_listing,0,0.9939669517660834,1.694348350320698,0.8076923076923077,0.0,0
Italy,Catania,Studio,1,612.0,17.605223835801652,623.3139818268625,839.5475945963976,1,72.21688638731332,0,5,9,3.670106228329631,Clean studio in quiet neighborhood with good sunlight,reliable landlord and smooth move in process,legit_new_listing,0,0.988437707565141,1.3695719324574187,0.3333333333333333,0.0,0
Japan,Tokyo,House,2,1403.0,73.18232555994182,1565.591011642578,3019.677117292522,1,90.08853346573282,1,10,12,3.6445487538809904,Recently updated apartment with washing machine and wifi,not bad,legit_new_listing,0,1.0598495423028595,2.150767177558776,0.43478260869565216,0.0,0
United States,Seattle,Apartment,2,2395.0,173.84500811797648,2493.713270425494,3503.557489178206,0,74.82714857842693,1,35,5,3.9607470758918826,Comfortable flat with balcony and furnished kitchen,professional communication and returned deposit on time,legit_new_listing,0,0.9703749691316065,1.4622527083381496,0.8536585365853658,0.0,0
Italy,Palermo,Apartment,1,824.0,48.84082085106426,835.7140476259282,1439.3202129515075,1,81.92075106168267,1,21,5,3.9344046683843046,Clean studio in quiet neighborhood with good sunlight,different from photos,legit_new_listing,0,0.9563687432363218,1.7446305611533424,0.7777777777777778,0.0,0
South Africa,Durban,Apartment,2,560.0,19.756449492905034,559.5171589945609,1331.7990859172833,1,68.23052448717569,1,23,9,4.650470502141436,Comfortable flat with balcony and furnished kitchen,not bad,legit_new_listing,0,0.9634282313749774,2.373973415182323,0.696969696969697,0.0,0
Finland,Oulu,Studio,1,659.2,84.02208870309231,860.3143396137041,726.4194320580934,1,81.66120253003572,0,23,6,3.8620986226778395,Spacious room in shared apartment close to city center,some issues but manageable,legit_new_listing,0,1.155991407232911,1.1003020782461275,0.7666666666666667,0.0,0
Switzerland,Canton Of Ticino,Studio,1,1328.0,200.42037873574944,1687.6257155952158,3230.913770514577,1,76.68574939040091,0,26,13,4.213494457992034,Clean studio in quiet neighborhood with good sunlight,"good experience, apartment matched photos",legit_new_listing,0,1.103441368415819,2.4310863585512243,0.65,0.0,0
Mexico,Guadalajara,Apartment,1,1060.0,159.24053219888668,1337.2012568972805,2501.860485427419,1,86.84853025059056,0,31,8,5.0,Clean studio in quiet neighborhood with good sunlight,reliable landlord and smooth move in process,legit_new_listing,0,1.0958505488156742,2.3580211926742876,0.775,0.0,0
France,Paris,Apartment,1,2204.0,285.68183889737145,2686.6024027183857,3661.656907070608,1,48.76031795137281,0,4,11,3.9323076039655627,Bright apartment near metro and university,not bad,legit_new_listing,0,1.0786614174324844,1.6606153773562848,0.25,0.0,0
Sweden,Malmï¿½,Studio,1,885.6,104.55686164727048,1115.307328854883,1062.3868458576414,1,94.17772687246044,0,20,0,3.7233260258337486,Clean studio in quiet neighborhood with good sunlight,overall positive and responsive host,legit_new_listing,0,1.1252581422896861,1.198270748767924,0.9523809523809523,0.0,0
Taiwan,Taipei,Apartment,1,970.0,103.04975427471653,958.37058109728,1846.4264086007968,1,68.81794440689885,0,11,10,4.822656443885977,Clean studio in quiet neighborhood with good sunlight,"good experience, apartment matched photos",legit_new_listing,0,0.8922962621451812,1.9015719964992757,0.5,0.0,0
Italy,Catania,Apartment,3,1001.0,143.51911953687738,1120.1925875537056,2392.15146739913,0,67.06482596882367,1,16,3,4.348261798251404,Bright apartment near metro and university,mixed experience,legit_new_listing,0,0.9778907819597012,2.3873767139711877,0.8,0.0,0
Brazil,Sao Paulo,Apartment,2,1660.0,122.57945802316296,1777.8229165961145,3204.477982330357,1,67.65385445628532,1,26,0,4.380358462660602,Recently updated apartment with washing machine and wifi,overall positive and responsive host,legit_new_listing,0,0.9967724782873264,1.9292462265685473,0.9629629629629629,0.0,0
Belgium,Antwerp,Apartment,1,1089.0,76.41324386218783,1186.8835504864223,2228.5462547108436,1,100.0,1,24,11,4.110799090683392,Spacious room in shared apartment close to city center,mixed experience,legit_new_listing,0,1.0175497892637553,2.0445378483585723,0.6666666666666666,0.0,0
Germany,Hamburg,Apartment,1,1036.0,69.5482875183674,1201.4693353444227,1392.7510278153648,1,91.60915790554103,0,36,10,4.6693160181506475,Well maintained property with clear contract terms,okay place,legit_new_listing,0,1.0857812071074933,1.3430578860321742,0.7659574468085106,0.0,0
Mongolia,Ulaanbaatar,Apartment,1,500.0,91.97117681476503,662.9526085515297,980.1196976067693,1,56.23258266709144,0,3,7,3.6428140026896174,Well maintained property with clear contract terms,professional communication and returned deposit on time,legit_new_listing,0,1.1180182688013278,1.9563267417300783,0.2727272727272727,0.0,0
India,Mumbai,Apartment,2,750.0,101.30543220726794,953.4744071370236,1493.759935701484,0,52.65522422639525,0,42,3,4.213353270303358,too good to be true premium flat bitcoin accepted,"decent listing, no major problems",legit_new_listing,0,1.118700375600977,1.9890278770991798,0.9130434782608695,0.55,0
Ukraine,Lviv,Apartment,1,577.0,47.54662229404933,635.1154791607134,1181.8448012464312,1,91.45669760975647,0,13,2,3.721948114123989,very cheap luxury deal landlord abroad pay first,reliable landlord and smooth move in process,legit_new_listing,0,1.0152967924781888,2.0447141890076663,0.8125,0.75,0
Russia,Novosibirsk,House,1,482.99999999999994,28.74812166530736,534.3773615205159,645.6100567970495,1,86.05519007206695,0,5,1,5.0,owner abroad no visit possible wire transfer only,overall positive and responsive host,legit_new_listing,0,1.0421829723821534,1.333905076026962,0.7142857142857143,0.8999999999999999,0
Belgium,Oostend,Apartment,1,854.0,50.65633617028989,915.1745919638445,1111.39048539681,1,79.5574440693128,0,38,6,4.008195593103171,Well maintained property with clear contract terms,different from photos,legit_new_listing,0,1.0105097876682496,1.2998719127448068,0.8444444444444444,0.0,0
United Kingdom,Edinburgh,Apartment,2,1920.0,254.9830453888294,2105.532974187638,4357.848619664825,1,66.07722671137829,0,29,6,4.14071029640153,Bright apartment near metro and university,reliable landlord and smooth move in process,legit_new_listing,0,0.9676237958974526,2.268531296025416,0.8055555555555556,0.0,0
Israel,Tel Aviv,Apartment,1,2510.0,341.23516408877043,2799.4574633766347,4612.442139984128,1,84.8982579799944,0,30,8,4.071813501207158,too good to be true premium flat bitcoin accepted,overall positive and responsive host,legit_new_listing,0,0.9814960206028464,1.8368945201051883,0.7692307692307693,0.55,0
Malaysia,Georgetown,Apartment,2,740.0,35.24441284894393,804.2340040618917,992.6151907595251,0,94.07748204413856,1,29,3,3.868466734331119,act fast limited time low price send deposit first,reliable landlord and smooth move in process,legit_new_listing,0,1.0360577039262948,1.3395616609440286,0.8787878787878788,0.6499999999999999,0
Australia,Melbourne,Apartment,1,1590.0,171.99362543402796,1874.2770747410796,2640.8332133541653,1,70.28993351463734,0,36,5,4.7913794168830535,Well maintained property with clear contract terms,"good experience, apartment matched photos",legit_new_listing,0,1.0631218670910707,1.6598574565393873,0.8571428571428571,0.0,0
Germany,Frankfurt Am Main,Apartment,1,1413.0,80.77655719176457,1635.7495747617434,1768.6944974384503,1,100.0,0,1,6,3.7087206028586777,Comfortable flat with balcony and furnished kitchen,overall positive and responsive host,legit_new_listing,0,1.0943104284661946,1.2508447648079564,0.125,0.0,0
United States,Chicago,Apartment,3,3100.0,319.9023895167324,3327.5441335951873,5185.249935750056,1,86.26151928577059,0,7,15,3.886876287531431,Comfortable flat with balcony and furnished kitchen,different from photos,legit_new_listing,0,0.9727094651377253,1.6721218754434233,0.30434782608695654,0.0,0
Bahamas,Nassau,House,3,5002.5,385.2114576919939,5187.214476821433,12274.40275203613,1,94.92355037022587,0,7,9,3.6371368264806345,Comfortable flat with balcony and furnished kitchen,reliable landlord and smooth move in process,legit_new_listing,0,0.9626075765138735,2.4531633360719756,0.4117647058823529,0.0,0
